name,closest
Youghiogheny Coffee Co,
Cambria Hotel Arundel Mills-BWI Airport,
Bayseas Seafood Restaurant #25,
Grind - Student Union,
Island gourmet coffee,
Hp fusion,
Stop On By BBQ,
Shine Coffee Co.,
Cafe Fresco Bridgend,"[11, 61, 547, 562, 610, 2126, 2697, 2721, 2725]"
La Bodeguita Mexican Restaurant,[1257]
El Texano deli Taqueria Y Pupuseria,[2337]
Lucky Corner,
Si Señor Family Mexican Restaurant,
Stoney Bar,
Clavis Club of Morgan County,
The Tea Terrace Restaurant & Tea Room (Cobham branch),
Summit Pizza,[669]
Oliver's Fish & Chip Restaurant REDCAR,[923]
Ju-Ichi Japanese Restaurant,
Waller's Market,
Les Delices De France,
Berolina Bakery & Pastry Shop,
Nibble Niche,
Surfside Sandwich Shoppe,[1138]
Alder Wood Bistro and Wood-Fired Pizza,
Bike rack: Arby's,
Leaf & Hive Brew Lab | Brewery & Bar,
Total Health Cafe,
Minit Market,
Auntie Jen's Pizzeria,
Schianos Italian Restaurant And Pizzeria,
Gabby Market and Deli,
Sabory By Salvi Cafe,
Clancy's Public House,
El Siboney Restaurant ( Stock Island),
The Do You LLC,"[217, 247, 404, 537, 789, 2322, 2385, 2475]"
La Fiorentina,"[1340, 1354]"
Pico Donuts,
The Foundry at Judson Mill,"[406, 420, 496, 615, 1134, 1184, 1309, 1941, 2067, 2360, 2475, 2498, 2502]"
"John Woodbury McDonald, MD",
S.S. Express Mobile Café L.L.C.,
Salsaria's,
Le Buzz,
10th Street Station,
Carino's Northern Italian Cuisine,
Varsity Pizza McKenna,
Muldrow’s Wagon Wheel Express,
Moana Organic Cafe,
"1,2 Wing & Grill Restaurant",[311]
The Hidden Garden Bistro,"[275, 348, 406, 420, 509, 1200, 1941, 2030, 2135, 2571]"
TechJunction Cafe,
Rethink Food and Drink,
Poke Chef Paso,[2324]
Marukin Restaurant Inc,[2294]
Grateful Ed’s BBQ,
Micahs,[591]
Notini's Restaurant,[995]
Tiferet by the Park,
Tudor Tea Rooms,
Bliss Box (Homsi’s #3),
Da Green Coffee Bar,
Grady's Seafood,[1791]
Peggy's Coffee House,
Traylor's Restaurant,
Eurasia Indian Restaurant,
Ruby's Soul Food,[1468]
Toutwèl Restaurant,
McDonald Keohane Funeral Home - North,
Kokopelli Bike & Board,
Cambridge Diner,
Durango Mexican Grill,
Harper's Pub & Pizza,
Avondale Wine & Cheese,
Boar's Head,
Tandoor India Restaurant,
Thai Blossom Bistro,
The Real Pizza Company Crawley,
New Leaf Delicatessen,[352]
The Newton,"[480, 511, 789, 852, 941, 1048, 1205, 1278, 1674, 2180, 2184, 2344, 2638, 2959]"
Weave Bar,
Holdi Rainford Indian Restaurant,
HI-TIDE,
Fresca Tequila Bar & Grill,
Japu Restaurant,[46]
Cielo,[1781]
North Park Lounge Murrysville,
Salem Gardens,
Sylvester's MS Style BBQ,[2328]
Fire Blocks District Leasing,
Tofu House Korean B.B.Q.,
Levy Restaurants At Olsen Field,
Shahi Palace Restaurant & Steak House,
King Queen Caribbean Bar and Grill,
Jocelyn's Mediterranean Restaurant & Martini Lounge,
First Ward House,[1737]
The Original Vazzy's,"[92, 334, 717, 734, 789, 852, 969, 1278, 1489, 1624, 1858, 2923]"
Riverside Fish & Chips,
Waterworks Cafe,
Maui Tropical Plantation,
The Drayton Restaurant & Bar,"[25, 144, 1184, 1200, 1206, 1409, 1693, 1941, 1964, 2067, 2135, 2155, 2642, 2712, 2973]"
Drumgeith Bar,
Sam's Classic Burgers,
Pollos Inti Restaurant (Sterling),
Anthony's Pizza & Pasta,[2927]
Syrian Kitchen,
On The Border Mexican Grill & Cantina - Oak Park,
Martino's Italian Villa,[1398]
Moa Kitchen,[2700]
CW’s Authentic Tex-Mex Cuisine,
Alamo Drafthouse Cinema Charlottesville,
The Tavern at St. Michael's Square,"[1219, 1574]"
Duvval Alvium,
Al Duomo,
Weslayan Plaza,
The Panther Den,"[110, 139, 239, 406, 584, 687, 789, 1048, 1355, 1416, 1649, 1842, 2089, 2910, 2923, 2925, 2935]"
Ivie Juice Bar,
Atiya Ola's Spirit First Foods,
Apollo's House of Pizza,
Saltus River Grill,
Blue Scorcher Bakery & Cafe,
Harraseeket Lunch and Lobster Company,
Alamo Ranch Restaurant,
El montecito,[1326]
Jeremiah's Pub,
Flacos House Taqueria Mexicana #4 (Hinesville),
Morning Grind Coffee Co,[590]
Burger 21 - New Tampa,[2911]
Allure Beauty Bar & Spa,
Eastgate plaza,
The Bridge Keswick,"[699, 734, 789, 1161, 1610, 1726]"
Kohala Coffee Co.,
Buckinghamshire Arms Aylsham,
MacDonald Group,[73]
Doug's Hickory Pit Bar-B-Q,
Cascade Room,
The Fox Brewery & Pub,[789]
99 Restaurant,"[115, 467, 805, 1615, 1840, 2015, 2559]"
3Pointe Restaurant Group LLC,
The Rustic Table,"[140, 156, 239, 284, 315, 652, 789, 807, 1048, 1173, 1276, 1419, 1505, 1658, 1902, 2161, 2347, 2385, 2400]"
Perlita Mexican Restaurant y Taqueria,
Isles of Glencoe Hotel,
The Shop Bar & BBQ Grille,"[43, 509, 854, 1064, 1699, 1941]"
the sanctuary cafe,"[105, 139, 140, 511, 687, 789, 836, 1048, 1276, 1419, 1564, 1712, 2090, 2315, 2475, 2882, 2935]"
Burger bus,[2894]
Uncle's Cafe,"[2920, 2939]"
Mad Hatter Cafe + Bakeshop,
The Pickle,"[43, 687, 734, 789, 1048, 1658, 1674, 1921, 2161, 2180, 2188, 2499, 2723]"
Tu Tu's Lunch Wagon,
FIVE Conwy,"[1413, 2529]"
Waveland West,
Cafe Venezia Ristorante Italiano,"[11, 547, 2725]"
Fuel Good,
Uncle Hugo's,[2912]
Corral Cafe,"[301, 973]"
The Humidor Room cigar & Scotch Bar,
The Garage Tavern,"[139, 348, 584, 789, 792, 1205, 1252, 1416, 1498, 1624, 2017, 2315, 2863, 2882, 2959, 2977]"
Lockwood Restaurant & Bar,
The Patio Seafood,"[511, 687, 789, 1048, 1056, 1161, 1649, 2102, 2125, 2347, 2882]"
Kitchen 5315 Restaurant & Tiki Bar,[265]
Anthony's HomePort,[2871]
Courtyard Oyster Bar,[1464]
E-Z Access Restarunt And Carwash,
The Press Juice and Health Bar,"[25, 144, 1490, 2038, 2542]"
Slapout,
Newaygo Nutrition & Sips,
Spartan Square,
Golden Bowl Buffet,
The Tap Eatery,"[92, 110, 239, 315, 652, 687, 789, 924, 1048, 1172, 1173, 1205, 1240, 1459, 1564, 1649, 1658, 2115, 2144, 2242, 2315, 2475, 2628, 2882, 2910, 2977]"
Get Stuffed Pizza Co,[1535]
Sorella Waxing Bar,
Skull Valley Station,
Onion's Cafe,
Gretna Green Famous Blacksmiths Shop,
Claudine's Restaurant,
Frosty Inn,
Aladdin's Eatery West Chester,
Rice King Express,
CoraFaye's Cafe,
Twenty8 Coffee,
The Coop Play Cafe,"[140, 404, 537, 751, 765, 789, 836, 1227, 1712, 2475]"
Southside African Restaurant,"[490, 1253]"
Vermont Cookie Love,
3rd Street @ North Subway (W),
Carters Landing Bar,
The Guadalajara Mexican Restaurant,[1322]
Panaderia La Favorita,
Ray Park,
Taziki's Mediterranean Cafe - Greenville,[2241]
Pizza Pie-Zazz,"[1472, 1864, 2093, 2391, 2978]"
Three Girls Deli and Bakery,
Kogetsu boiler house,
The Night Owl Bar,"[315, 404, 584, 698, 789, 852, 941, 1278, 1317, 1624, 1726, 2499, 2638, 2846]"
China Center Restaurant,"[279, 512, 2550, 2961]"
China King Buffet Restaurant,"[2550, 2960]"
Chadeaux's Cajun Kitchen,
Thirsty Owl Saratoga,[1337]
Guion General Store & Lodging,
Ocho Café - Westford MA,
Brewers Coffee Co,
Daingerfield Donuts,
Columbine Café,
Cody Theatre,
Asian One,"[1101, 1179]"
Crush It Nutrition,
Sotto Enoteca,
The Big Lock pub & restaurant,"[89, 142, 172, 275, 369, 420, 535, 578, 854, 1054, 1206, 1209, 1374, 1450, 1693, 1696, 1765, 1822, 2027, 2038, 2067, 2089, 2094, 2135, 2175, 2424, 2500, 2642, 2867, 2980]"
Miyake,
Art of Touch Bistro and Espresso Bar,
Richards Farm Restaurant,
The Mug & Pizzaria,"[789, 2178, 2188, 2242, 2935]"
Pizza Shack of Kismet,"[2093, 2956]"
O'Bannon's Taphouse,
"The Rolling Pin Bakery, LLC","[43, 854, 1018, 1209, 1699, 1822, 2094, 2973]"
Abbe Lanes Restaurant,
Zero Cafe & Market,
Hot Rod Alley,
Klondike Restaurant & Bar,
Taqueria Guadalupana,"[254, 372, 1104, 1686, 1691, 2248, 2377, 2482, 2684]"
Santa Marina Restaurant & Bar,
The Ferry Boat Bar and Kitchen,"[25, 1497, 2517]"
Yafa,
A-Town Tap,
Chet's Lakeside Inn,
Sipipa,
Tony Macaroni Glasgow Fort,
Evie's Kitchen Café,
Treat Shop,
Hillstone Restaurant at Bal Harbour,
Airport Way Restaurant,[2295]
ATL Thairiyaki ( Thai-Teriyaki Fusion Food ),
Mana's Snack Shop,
El Sanga,"[1263, 2316]"
